kommunenr,kommune,fil,dokumenttype,tittel,side,avsnitt,n_sterk,n_svak,treff,n_treff,format,url
3301,Drammen,3301_drammen_samfunnsdel_2021-2040,samfunnsdel,Kommuneplanens samfunnsdel 2021-2040,24,"24 | Kommuneplanens samfunnsdel 2021-2040 4.6 Deltakende innbyggere Et åpent, levende og engasjerende lokaldemokrati er helt sentralt når kommunen som helhet og hvert enkelt lokalsamfunn skal utvikles videre. I dette arbeidet må kommunen spille på lag med innbyggere, næringsliv og frivillig sektor. Et levende lokaldemokrati kjennetegnes ved at innbyggerne har gode muligheter til å bli hørt og har reell påvirkningsmulighet. Nærmiljøene skal være trygge og ha rom og arenaer for engasjement og deltakelse blant innbyggerne. Nærutvalgene er et viktig virkemiddel for å lykkes med innbyggerdialogen og sikre god medvirkning. Hovedmål I Drammen skaper vi framtida sammen. Dette politiske satsingsområdet møter følgende bærekraftsmål.",0,2,innbyggere,2,pdf,https://www.drammen.kommune.no/globalassets/om-kommunen/planer-og-strategier/dokumenter/kommuneplanenes-samfunnsdel.pdf
3301,Drammen,3301_drammen_samfunnsdel_2021-2040,samfunnsdel,Kommuneplanens samfunnsdel 2021-2040,26,attraktivitet og grunnlag for befolkningsvekst sentrumsområder og langs kollektivtraseer.,1,1,befolkningsvekst,2,pdf,https://www.drammen.kommune.no/globalassets/om-kommunen/planer-og-strategier/dokumenter/kommuneplanenes-samfunnsdel.pdf
3303,Kongsberg,3303_kongsberg_samfunnsdel_2026-2040,samfunnsdel,Kommuneplanens samfunnsdel 2026-2040,4,"Om Kongsberg Et samfunn i vekst – med nye muligheter Kongsberg har vært i vekst og utvikling siden byen ble grunnlagt i 1624. Bortsett fra noen korte kriseperioder, har samfunnet vært preget av stabilitet og fremgang. Det har skapt trygghet og forutsigbarhet for både innbyggere og næringsliv. Kongsbergs historie er imidlertid lengre enn fra bygrunnleggelsen i 1624. Bygdene i Sandsvær, Lågendalen og Jondalen har bosettings- og næringshistorie som strekker seg tilbake til middelalderen, med landbruk og skogbruk som bærende livsgrunnlag gjennom århundrer. I dag opplever industrien på Kongsberg en ny vekstperiode. Økt etterspørsel etter forsvarsprodukter gir sterk vekst i antall arbeidsplasser. Den viktigste oppgaven for kommunen og lokalsamfunnet fremover, er å sørge for at denne jobbveksten fører til økt tilflytting. Slik kan vi sikre at bedriftene får den kompetansen de trenger, også på lang sikt. Samtidig må vi møte nye behov. Flere ønsker å bo urbant, mangfoldet i befolkningen øker, og det er behov for mer liv i sentrum. Alt dette må skje med respekt for Kongsbergs historiske og kulturelle verdier. Det er realistisk å oppnå betydelig befolkningsvekst innen 2040, hvis vi lykkes med denne utviklingen. Industrien i Kongsberg har en lang tradisjon for å løse komplekse oppgaver under krevende forhold – fra gruvedrift i fjellet til avansert teknologi under vann og ute i verdensrommet. I dag leverer Kongsbergindustrien høyteknologiske løsninger som blant annet bidrar til økt sikkerhet, bedre beredskap og bærekraftige løsninger innen forsvar, energi, transport og miljø. For at denne utviklingen skal fortsette, må Kongsberg være et attraktivt sted å bo og leve. Vi må gå fra spredt bystruktur til en mer konsentrert by, bygge etter prinsippene for en kompakt by, hvor vi sikrer kvalitet, mangfold og et levende byliv. Samtidig må og kan vi tilby bokvalitet for de som ønsker en mer landlig livsstil med bygdekvaliteter i de rurale delene av kommunen. 4",2,3,"tilflytting, befolkningsvekst, innbyggere, befolkningen",5,pdf,https://aimblob.blob.core.windows.net/aimfiles/79722939-4f31-4b4c-8671-244b088d4117.pdf
3303,Kongsberg,3303_kongsberg_samfunnsdel_2026-2040,samfunnsdel,Kommuneplanens samfunnsdel 2026-2040,5,"Kongsberg ligger i Buskerud fylke og har et samlet areal på 792 km². Av dette er 78% skog, 15% vann, 5,1% jordbruk, og 2,7% bebygd areal. Kommunen har 29 011 innbyggere (per 1. januar 2025) og befolkningstettheten er 38 innbyggere per km².",0,3,"innbyggere, befolkningstettheten",3,pdf,https://aimblob.blob.core.windows.net/aimfiles/79722939-4f31-4b4c-8671-244b088d4117.pdf
3303,Kongsberg,3303_kongsberg_samfunnsdel_2026-2040,samfunnsdel,Kommuneplanens samfunnsdel 2026-2040,6,"Kongsberg i verden Kongsberg er en liten by med et stort globalt fotavtrykk. Med en av Europas mest avanserte industriklynger og et sterkt internasjonalt nettverk, er virksomhetene her viktige teknologipartnere for industri og myndigheter verden over. I 2025 kommer hele 5 % av Norges fastlandseksport fra Kongsberg, og over 80 % av Kongsberg Gruppen ASAs omsetning kommer fra internasjonale markeder. Teknologien fra Kongsberg brukes på alle kontinenter. Kongsbergsamfunnet er vertskap for en verdensledende industri innen bransjer som maritim, subsea, forsvar, romfart, luftfart, bildeler, energi og logistikk. Kongsberg Teknologipark er et av Europas mest avanserte industrimiljøer. Bedriftene i parken utvikler banebrytende løsninger som setter standarder i en rekke globale markeder og deltar eksempelvis i prosjekter som ESA-romfartsprogrammer, NATO-initiativer og utvikling av internasjonal missilteknologi. Kongsberg er en teknologisk verdiskaper i en urolig verden. Med satsing på datasikkerhet, kunstig intelligens og grønn omstilling bygger byen globale konkurransefortrinn og posisjonerer seg som en strategisk partner for internasjonal industri og myndigheter. Kongsberg har en sentral rolle som vertskap for industrien og som et knutepunkt for nasjonal og internasjonal verdiskaping. Teknologibyen Kongsberg er kanskje Norges viktigste teknologityngdepunkt. I et uforutsigbart og endret verdensbilde bidrar bedriftene her til sikkerhet, miljøovervåking, klimagassreduksjoner og energieffektivisering. Samtidig er Kongsberg en aktiv partner i nasjonalt og regionalt samarbeid. Kommunen samarbeider tett med blant annet statlige myndigheter, fylkeskommuner og Kongsbergregionen for å sikre helhetlige løsninger for arealbruk, infrastruktur, næringsutvikling og kompetansebygging. Det sterke samarbeidet på tvers av nivåer gjør det mulig å forene lokale behov med nasjonale prioriteringer og internasjonale muligheter. 6",1,0,over 80,1,pdf,https://aimblob.blob.core.windows.net/aimfiles/79722939-4f31-4b4c-8671-244b088d4117.pdf
3303,Kongsberg,3303_kongsberg_samfunnsdel_2026-2040,samfunnsdel,Kommuneplanens samfunnsdel 2026-2040,8,"Folkehelse i alt vi gjør Folkehelse handler om befolkningens helsetilstand og hvordan den fordeler seg. Helsetilstanden påvirkes av et bredt spekter av faktorer – sosiale, miljømessige og økonomiske. For å sikre god helse og livskvalitet for alle innbyggere i Kongsberg kommune må vi tenke helhetlig og samarbeide på tvers av sektorer. Folkehelsearbeidet må være kunnskapsbasert, slik at innsatsen rettes mot områdene der den kan ha størst effekt. Tradisjonelt har folkehelsearbeidet hatt hovedfokus på å forebygge sykdom og skader. I dag er det økende oppmerksomhet om helsefremming og livskvalitet. Som kommune har vi et samfunnsansvar for å legge til rette for at det skal være enkelt å ta helsevennlige valg – for alle. Sosial ulikhet betyr at mennesker har ulike muligheter i livet, allerede fra barndommen, avhengig av faktorer som oppvekstmiljø, familieøkonomi, utdanning og sosiale nettverk. Noen har lettere tilgang til god helse, trygge boforhold og arbeid, mens andre møter større hindringer. Sosial ulikhet er både et folkehelse- og levekårsproblem. Det utfordrer prinsippet om like rettigheter til god helse og livskvalitet, og kan på sikt påvirke samfunnets økonomiske bærekraft. Derfor må vi jobbe målrettet for å utjevne forskjeller og sikre like muligheter – uavhengig av bakgrunn. I det store bildet har Kongsberg god folkehelse, med høy livskvalitet og lang levealder. Likevel finnes det sosial ulikhet også her, og enkelte områder i kommunen har større levekårsutfordringer enn andre. I årene som kommer vil det være viktig å både opprettholde og forbedre folkehelsen. Dette innebærer å ha et folkehelseperspektiv på mange samfunnsområder – fra byplanlegging og oppvekstvilkår til tilrettelegging for gange og sykling, møteplasser på tvers av generasjoner, gode idretts- og kulturtilbud og et inkluderende arbeidsliv. Gjennom samarbeid, kunnskap og engasjement kan vi skape et Kongsberg der alle har reelle muligheter til å leve gode og sunne liv. 8",1,2,"levealder, befolkningens, innbyggere",3,pdf,https://aimblob.blob.core.windows.net/aimfiles/79722939-4f31-4b4c-8671-244b088d4117.pdf
3303,Kongsberg,3303_kongsberg_samfunnsdel_2026-2040,samfunnsdel,Kommuneplanens samfunnsdel 2026-2040,9,"Den demografiske utfordringen En kraftig økning i andelen eldre gjør at kommunen vil få flere som har behov for tjenester, og færre som kan yte og finansiere tjenestene. Deler av befolkningen står utenfor arbeidslivet, og en utfordring er å få alle som kan jobbe, i arbeid.",2,2,"demografiske, andelen eldre, eldre, befolkningen",4,pdf,https://aimblob.blob.core.windows.net/aimfiles/79722939-4f31-4b4c-8671-244b088d4117.pdf
3303,Kongsberg,3303_kongsberg_samfunnsdel_2026-2040,samfunnsdel,Kommuneplanens samfunnsdel 2026-2040,11,"Dette målet handler om: At innbyggerne i Kongsberg skal oppleve trygghet, mestring og livskvalitet – gjennom hele livet. For å lykkes må vi møte den demografiske utfordringen med inkluderende fellesskap, gode oppvekstvilkår for barn og unge, forebyggende tjenester og boligmiljøer som fungerer i alle livsfaser. Vi må motvirke utenforskap, redusere sosiale forskjeller og styrke de strukturer som gjør det enklere å delta – i nærmiljø, fritid og samfunn. God helse skapes i hverdagen, og vi må bruke ressursene våre slik at flest mulig opplever tilhørighet, mening og livsglede. Kommunen skal legge til rette for aldersvennlige kvaliteter i utviklingen av nærmiljøer og tjenester, slik at innbyggere kan delta, bo hjemme og leve aktive liv i alle faser. Vi skal også styrke innsatsen innen psykisk helse og rus gjennom forebygging, tidlig hjelp og tilgjengelige lavterskeltilbud.",1,1,"demografiske, innbyggere",2,pdf,https://aimblob.blob.core.windows.net/aimfiles/79722939-4f31-4b4c-8671-244b088d4117.pdf
3303,Kongsberg,3303_kongsberg_samfunnsdel_2026-2040,samfunnsdel,Kommuneplanens samfunnsdel 2026-2040,13,"Dette målet handler om: Å gjøre Kongsberg til et sted folk velger – og forblir. For å lykkes med rekruttering, tilflytting og trivsel må kommunen tilby kvaliteter som folk verdsetter: levende sentrum, sterke nærmiljø, tilgjengelig natur og gode møteplasser. Vi må jobbe for byliv, kultur, studentmiljø og opplevelser som skaper tilhørighet, særlig for unge voksne. Et attraktivt lokalsamfunn er også et inkluderende samfunn – der folk får være en del av noe større, og har lyst til å bidra. Kommunen skal møte forslag om utvikling med en målsetting om at de skal gjennomføres.",1,0,tilflytting,1,pdf,https://aimblob.blob.core.windows.net/aimfiles/79722939-4f31-4b4c-8671-244b088d4117.pdf
3303,Kongsberg,3303_kongsberg_samfunnsdel_2026-2040,samfunnsdel,Kommuneplanens samfunnsdel 2026-2040,18,"Hvordan skal kommunen jobbe for å nå målene? Ingen enkelt sektor eller virksomhet kan løse samfunnsflokene alene, og kompleksiteten i hver floke krever at hele samfunnet trekker i samme retning for å finne en felles løsning. For å lykkes med å skape endringer i samfunnet og løse flokene, er vi nødt til å ha store ambisjoner og samtidig ha tro på at nye grep bidrar til nye løsninger. Kongsberg skal bygge videre på det som allerede fungerer godt, men vi må også prøve å tenke nytt på tvers av samfunnssektorer og forvaltningsnivå. For å møte komplekse utfordringer som utenforskap, klimaendringer og demografisk ubalanse, må vi tørre å prøve nye løsninger, våge å stå i usikkerhet, og ikke være redd for å feile og lære av hver prosess, slik at vi kan jobbe smartere og bedre. Våre seks felles samfunnsmål skal gi retning for kommunens arbeid Kommunen skal arbeide for alle innbyggerne, men kan ikke være alt for alle, hele tiden. Vi skal være mer tilgjengelig for dem som trenger det mest, nå og i fremtiden. Dette innebærer å gjøre prioriteringer av hva som er viktigst for Kongsberg, hva som skaper mest verdi og hvilke tiltak som bidrar til å nå samfunnsmålene og løse floker som klima- og naturkrisen, ulikhet og utenforskap. Våre seks felles samfunnsmål gir retning for prioritering av arbeidet og viser de viktigste satsingsområdene for Kongsberg kommune. Målene er formulert bredt, slik at alle deler av kommunen skal kunne bidra til å oppnå disse. Sammensatte utfordringer krever samarbeid på tvers Siden ulike deler av kommunen sitter på ulike deler av løsningene på samfunnsflokene, må vi gå sammen for å sikre en helhetlig tilnærming. Med dette mener vi at det er viktig å tilrettelegge for at ulike aktører, som sitter med nødvendig og ulik innsikt, kan finne sammen for å løse utfordringene vi står overfor. Slik kan vi øke sjansene for å finne løsninger og beslutninger som treffer årsakene til flokene og samtidig sikre en mer effektiv ressursbruk. For å finne nye løsninger må vi være nysgjerrige og klare for å løse oppgavene på nye måter. Dette skjer gjennom samarbeid og dialog med akademia, næringsliv, innbyggere, frivillighet og andre lokale ressurser. Ved å ha en langsiktig og kontinuerlig tilnærming til målene og samfunnsflokene, blir det lettere å jobbe systematisk, kunnskapsbasert, målrettet og i fellesskap over tid for å løse kommunens og samfunnets viktigste utfordringer. 18",1,1,"demografisk, innbyggere",2,pdf,https://aimblob.blob.core.windows.net/aimfiles/79722939-4f31-4b4c-8671-244b088d4117.pdf
3303,Kongsberg,3303_kongsberg_planstrategi_2024-2027,planstrategi,Planstrategi 2024-2027,5,"Nabokommuner, statlige og regionale myndigheter, og regionale og lokale organisasjoner har blitt varslet ved oppstart og fått anledning til å uttale seg. Planstrategien ligger tilgjengelig på kommunens nettsider i 30 dager før vedtak i formannskapet og kommunestyret. I løpet av denne perioden vil det bli holdt orienteringssaker i alle utvalgene (formannskapet, UMU, UKO og UHO) om innholdet i planstrategien, hvor politikerne vil få anledning til å komme med innspill. Denne prosessen mener vi ivaretar behovet for bredt involvering og forankring i administrasjonen og blant politikerne, samtidig som prosessen blir effektiv. Vi ønsker å legge fokuset på medvirkning og debatt til arbeidet med rullering av samfunnsdelen, med oppstart høsten 2024. I denne planstrategien for Kongsberg kommune for 2024-2027 legges det til rette for at kommunen får det planverket som er nødvendig for å sikre en bærekraftig utvikling. Temaene i planstrategien spenner fra arealbruk til industriutvikling, fra omstilling i tjenestene på grunn av endret befolkningsutvikling, til kulturtilbud. Utgangspunktet for kommunens planarbeid er de utfordringene og mulighetene som finnes i kommunen. Politisk oppstartsvedtak: Følgende føringer legges til grunn ved utarbeiding av planstrategi for perioden 2024 – 2027. 1. Det skal legges opp til en relativt enkel prosess ved utarbeiding av kommunal planstrategi for perioden 2024 – 2027. 2. I ny planstrategi skal gjeldende plangrunnlag gås gjennom med tanke på å begrense tallet på planer, men ha gode planer som virker og fører til riktig handling og gjennomføring. Det skal være god sammenheng mellom utfordringene i kommunen og planverket. 3. I arbeidet skal det legges til grunn et mål om å knytte prioriteringen av planene til kommunens Økonomi og handlingsplan for 2024-2027. Det er viktig med synliggjøring av ressursbehov/kostnadsbehovet knyttet til planbehovene. 4. Kommunedirektøren legger frem forslag til planstrategi til kommunestyret i andre kvartal 2024, etter forutgående behandling i formannskapet. 4",1,1,befolkningsutvikling,2,pdf,https://aimblob.blob.core.windows.net/aimfiles/bf68f5fb-32a1-4f06-b4af-b6f672e6566e.pdf
3303,Kongsberg,3303_kongsberg_planstrategi_2024-2027,planstrategi,Planstrategi 2024-2027,14,"Utfordringsbilde og mulighetsrom Samarbeid og god planlegging Store og komplekse utfordringer for kommunen som bare kan løses godt gjennom helhetlig og god planlegging, og samarbeid på tvers. Klima og miljø • Klimaendringer • Miljøutfordringer • Tap av natur • Klimarisiko Sosial bærekraft • Endret befolkningssammensetning • Psykiske plager og lidelser • Sosial ulikhet og utenforskap • Rekrutteringsutfordringer Økonomi • Kommunens økonomi • Kommunens velferdstjenester • Bærekraftig verdiskapning • Energibehov • Tilrettelegging for kommunens eksisterende og nye næringer By- og tettstedsutvikling • Trygg og inkluderende by og tettsteder • Ønske om vekst – konkurranse om innflyttere • Gode fysiske rammer for hverdagslivet • Attraktive sentrumsområder • Nok og varierte boliger • Natur og kulturmiljø som en ressurs • Levekår, folkehelse, møteplasser og tilbud Samfunnssikkerhet og beredskap • Samfunnssikkerhet – naturfare og sikkerhetspolitisk fare",1,1,befolkningssammensetning,2,pdf,https://aimblob.blob.core.windows.net/aimfiles/bf68f5fb-32a1-4f06-b4af-b6f672e6566e.pdf
3303,Kongsberg,3303_kongsberg_planstrategi_2024-2027,planstrategi,Planstrategi 2024-2027,25,"Dette temaet handler altså i stor grad om hvordan vi mennesker har det, i fellesskap og som enkeltindivider, gjennom hele livet. En kommune leverer tjenester til befolkningen gjennom store deler av livet og i både normalsituasjoner og dersom man trenger ekstra hjelp. Kongsberg kommune har kommunalområde for Oppvekst som leverer barnehage- og skoletilbud samt helsetjenester for barn og unge. Vi har kommunalområde Helse og omsorg som leverer tjenester både til eldre og mennesker som er syke eller har ekstra behov for støtte og helsehjelp. Og vi har kommunalområde Kultur og Velferd som leverer ulike kulturtjenester, og organiserer den kommunale delen av NAV. Alle disse kommunale tjenestene er en viktig del av den sosiale bærekraften i Kongsbergsamfunnet. Hvordan vi organiserer oss romlig gjennom arealplanlegging i byer og tettsteder påvirker den sosiale bærekraften, og det gjør også sivilsamfunnet gjennom frivillig aktivitet. Hvordan er folkehelsa i Kongsberg? Folkehelseoversikten til Kongsberg kommune skal ligge til grunn for planstrategien. Utpekte hovedutfordringer for folkehelsa i Kongsberg er: • Befolkningssammensetning • Sosial ulikhet og utenforskap • Psykiske plager og lidelser Folkehelseutfordringene i Kongsberg gjenspeiler på mange måter de nasjonale utfordringene knyttet til befolkningssammensetning, økning av psykiske plager og lidelser og voksende sosial ulikhet og utenforskap. I det følgende beskrives disse utfordringene: Endring i befolkningssammensetningen i Kongsberg Hovedalternativet for befolkningsframskrivinger viser at det blir en økende andel eldre i kommunen. I dag utgjør andel eldre over 67 år 17,8 % av befolkningen, og ti år frem i tid er dette økt til 21,85 %. Det er da flere eldre enn barn og unge i kommunen. Antall voksne (20-67 år) i arbeidsfør alder holder seg relativt stabilt over de neste tyve årene. Siden det blir en stor økning i antall eldre, vil likevel aldersbæreevnen synke. I dag er det 3,34 innbyggere i yrkesaktiv alder per pensjonist. I 2034 har dette sunket til 2,71, og i 2044 er den nede i 2,23. Dette kan påvirke den økonomiske bærekraften, velferdstjenestene og behovet for helse- og omsorgstjenester. I et folkehelseperspektiv er det positivt at levealderen til innbyggerne øker. Dette betyr at mange vil kunne leve lenger med god helse, delta i arbeidslivet lenger enn før og generelt være uavhengig lenger enn det tidligere eldre har vært. Samtidig vil også flere leve med sykdommer som trenger oppfølging, og dette, i kombinasjon med den store økningen i 24",14,13,"befolkningssammensetning, befolkningssammensetningen, befolkningsframskrivinger, andel eldre, over 67, flere eldre, 67 år, arbeidsfør alder, antall eldre, aldersbæreevnen, yrkesaktiv alder, levealderen, befolkningen, eldre, innbyggere",27,pdf,https://aimblob.blob.core.windows.net/aimfiles/bf68f5fb-32a1-4f06-b4af-b6f672e6566e.pdf
3303,Kongsberg,3303_kongsberg_planstrategi_2024-2027,planstrategi,Planstrategi 2024-2027,26,"aldersgruppen, vil gjøre at det blir et stort behov for helse- og omsorgstjenester. Det er også viktig å være klar over at eldre som gruppe er mer utsatt for folkehelseproblemer som fallulykker, demens og branner. Alt dette kan til en viss grad forebygges. I årene fremover blir det viktig å legge til rette for en aldersvennlig samfunnsutvikling. Det må planlegges for nærhet til møteplasser og hverdagsarenaer, gode boliger og nabolag, samt aktivitetsfremmende nærmiljø. Å jobbe for god rekruttering av helsepersonell, effektivisering og omstrukturering av tjenester og nytenkning innen velferdsteknologi vil alle være viktige tiltak for å imøtekomme det økende behovet for helse- og omsorgstjenester. Demografiutviklingen synliggjør også nødvendigheten av forebygging gjennom hele livsløpet, der det å fremme sunne levevaner som tilstrekkelig fysisk aktivitet, godt kosthold og minimalt med tobakk og alkoholbruk blir sentralt. En ny rapport estimerer at individer som gjennom hele livet er fysisk aktive kan vinne 5,56 leveår og 10,84 friske leveår sammenlignet med individer som er fysisk inaktive (Helsedirektoratet, 2024). Det er heller ikke for sent å starte opp med fysisk aktivitet da man er eldre. Hvis man som 70 åring blir fysisk aktiv estimeres det at man vil kunne leve 4,47 år lengre, og oppnå 8,73 friske leveår (Helsedirektoratet, 2024). Sosial ulikhet i Kongsberg Kongsberg kommune ligger på landsgjennomsnittet når det gjelder inntektsulikhet målt ved P90/10, med et tall på 2,8 (FHI/Kommunehelsa, 2024) Dette vil si at personen med høyere inntekt enn 90 prosent av befolkningen har 2,8 ganger så høy inntekt som personen med lavere inntekt enn 90 prosent av befolkningen. Selv om Kongsberg ligger på det nasjonale snittet er det verdt å få med seg at inntektsulikheten i Norge generelt har økt. Det er sosiale forskjeller i gjennomføring av utdanning og i forventet levealder i Kongsberg. Det er høyere sannsynlighet for å gjennomføre videregående hvis foreldrene har høyere universitets- og høgskoleutdanning (85 % fullfører), sammenlignet med de elevene der foreldrene kun har grunnskoleutdanning (69% fullfører) (FHI/Kommunehelsa, 2024). Forventet levealder viser mye av den samme utfordringen knyttet til sosial ulikhet. Det er en forskjell på 7,2 år i forventet levealder fra lavest til høyest utdanningsnivå. Personer med grunnskole som høyeste utdanning forventes å leve i 79,5 år og personer som fullfører universitets og høgskoleutdanning forventes å leve i 86,7 år (FHI/Kommunehelsa, 2024). 25",5,7,"demografiutviklingen, 70 år, levealder, eldre, demens, befolkningen",12,pdf,https://aimblob.blob.core.windows.net/aimfiles/bf68f5fb-32a1-4f06-b4af-b6f672e6566e.pdf
3303,Kongsberg,3303_kongsberg_planstrategi_2024-2027,planstrategi,Planstrategi 2024-2027,27,"Sosial ulikhet i helse beskriver skjevfordelingen av ressurser i samfunnet, og refererer til hvordan helsetilstanden varierer med sosioøkonomisk posisjon knyttet til inntekt, utdanning og yrke (Dahl et al., 2014). Sosial ulikhet er et stort folkehelse- og levekårsproblem. Det utfordrer retten alle har til et liv med god helse og livskvalitet, og kan også utfordre den økonomiske bærekraften i samfunnet (Dahl et al., 2014). Lov om folkehelsearbeid (folkehelseloven) gir kommunene ansvar for å fremme folkehelse og redusere sosiale helseforskjeller. Forskere anbefaler en kombinasjon av brede befolkningsrettede tiltak og tiltak rettet mot høyrisikogrupper. I tillegg anbefales det at tiltak må rettes mot alle ledd i årsakskjeden som fører til sosial ulikhet i helse. For å kunne sette inn tiltak mot ulike områder samtidig er det viktig med tverrfaglig samarbeid. (Dahl et al., 2014) Utenforskap i Kongsberg Lavinntekt defineres som å ha en inntekt som er 60 % mindre enn medianinntekten (EU60). I Kongsberg vil 8,6 % av den voksne befolkningen og 9 % av barn og unge befinne seg i denne kategorien (FHI/Kommunehelsa, 2024). Det vil si at over 500 barn og unge vokser opp i lavinntektsfamilier. Det har vært en gradvis økning siden 2010, men en utflating de siste 5-6 årene. Konsekvensene av å vokse opp i lavinntektsfamilier kan være å ikke kunne delta på fritidsaktiviteter, oppleve dårligere bomiljø, ha lavere livskvalitet og ha mindre penger til faktorer som er helsefremmende – f.eks. sunn mat. Nasjonalt er barn av innvandrere og norskfødte med innvandrerbakgrunn overrepresentert i statistikken (Helsedirektoratet, 2021). Å kunne delta i arbeidslivet er viktig for økonomisk trygghet, sosiale relasjoner og identitet. Det er derfor bekymringsfullt at det er en jevn økning i andelen som står utenfor arbeidslivet i Kongsberg. I desember 2023 mottok 10,7 % av den voksne befolkningen mellom 18-66 år uføretrygd i kommunen. Nasjonale analyser viser at lavt utdannede er overrepresentert i ufør-statistikken (SSB, 2023). Det har også vært en økning av andelen yngre i kommunen som mottar uføretrygd. I 2015 mottok 103 stk. (3,2 % av yrkesaktiv befolkning) personer mellom 18-34 år uføretrygd, mens i 2022 var antallet 240 stk. (7,7%) i samme alderskategori (SSB, 2023). Flere unge uføre ser man også i hele Norge. Det pekes på flere grunner til denne økningen. Regelverket har blitt endret så det er vanskeligere å få arbeidsavklaringspenger over lengre tid, noe som kan føre til en raskere utredning til uføretrygd. Flere har ulike helseutfordringer enn tidligere. Nasjonal statistikk viser at i alderen 18-24 år er det flere uføre som har diagnoser innen psykisk utviklingshemning, nevroser og atferdsforstyrrelser. I aldersgruppen 25-29 år dominerer sykdommer i kategorien alvorlige psykiske lidelser (Nav, 2023). 26",3,6,"innvandrere, fødte, innvandrerbakgrunn, befolkningsrettede, befolkningen, ssb, befolkning",9,pdf,https://aimblob.blob.core.windows.net/aimfiles/bf68f5fb-32a1-4f06-b4af-b6f672e6566e.pdf
